receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean,dewpoint_max,temperature_max,humidity_max,vaporPressureDeficit_max,dewpoint_min,temperature_min,humidity_min,vaporPressureDeficit_min,temperature_daytime_mean,temperature_nighttime_mean
2024-06-30 00:00:00+00:00,16.75,17.6,94.73333333333333,0.10500000000000001,16.866666666666664,17.900000000000002,95.76666666666667,0.12666666666666668,16.633333333333333,17.3,93.7,0.08333333333333333,,17.6
2024-07-31 00:00:00+00:00,20.250179211469536,25.07903225806452,78.20741487455197,1.0225985663082438,24.563978494623658,35.7241935483871,99.47956989247312,3.1309677419354838,16.693548387096776,16.950537634408605,47.68494623655914,0.011505376344086023,29.670007680491555,18.651666666666667
2024-08-31 00:00:00+00:00,21.466129032258067,23.561234318996416,89.4627688172043,0.45177419354838705,27.26021505376344,32.63440860215054,99.98709677419355,1.6516666666666666,16.95268817204301,16.982795698924733,67.3252688172043,0.0003225806451612903,27.278629032258067,18.35688172043011
2024-09-30 00:00:00+00:00,14.045856481481481,16.821851851851854,86.22229166666666,0.37551157407407404,18.857222222222223,26.113333333333333,98.00777777777779,1.3533333333333333,9.914444444444445,10.711666666666668,63.47944444444444,0.027111111111111107,19.775634920634918,12.686555555555556
2024-10-31 00:00:00+00:00,12.330387544802868,13.183893369175626,95.4138440860215,0.11046034946236559,16.28279569892473,20.1247311827957,100.0,0.6027956989247312,9.34731182795699,9.34731182795699,78.14139784946236,0.0,15.020775729646697,10.61225806451613
2024-11-30 00:00:00+00:00,1.7349768518518518,3.473726851851852,90.77962962962962,0.12404398148148149,9.107222222222221,14.75,99.94222222222223,0.7635555555555555,-2.497777777777778,-1.9966666666666666,56.12444444444444,0.0003333333333333333,6.198611111111111,-0.34111111111111103
2024-12-31 00:00:00+00:00,-1.9836021505376344,-0.19016577060931905,90.60070564516128,0.08908826164874552,3.2784946236559143,8.352688172043012,98.87204301075269,0.37516129032258067,-5.021505376344086,-4.27741935483871,69.95483870967742,0.006989247311827957,1.3320660522273426,-2.3212903225806456
2025-01-31 00:00:00+00:00,-0.07762096774193551,0.8894041218637992,94.48537186379929,0.05,4.349462365591398,8.339784946236557,100.0,0.2924731182795699,-3.172043010752688,-3.0053763440860215,75.39247311827957,0.0,2.374615975422427,-1.1898924731182794
2025-02-28 00:00:00+00:00,2.3177703373015874,3.865265376984127,91.54852430555556,0.1089781746031746,6.620238095238095,11.955357142857142,99.98928571428571,0.51875,-0.7523809523809524,-0.7494047619047619,67.39702380952382,0.0,6.086203231292517,0.7559523809523808
2025-03-31 00:00:00+00:00,5.894601254480286,9.060170250896059,84.84000896057347,0.2879883512544803,10.633333333333333,19.036559139784945,99.9483870967742,1.0420430107526881,2.043010752688172,2.3182795698924727,58.005376344086024,0.0004301075268817205,12.48052995391705,4.271666666666667
2025-04-30 00:00:00+00:00,10.798113425925926,14.329548611111111,83.51177083333333,0.48291435185185183,16.225,25.904444444444444,99.69666666666667,1.7464444444444445,5.885555555555555,6.066666666666666,53.53277777777778,0.0044444444444444444,18.756329365079363,8.132055555555556
2025-05-31 00:00:00+00:00,14.897446236559139,18.510215053763442,83.58568548387096,0.7008221326164874,22.19462365591398,33.190322580645166,100.0,2.698494623655914,8.66989247311828,8.66989247311828,52.66559139784947,0.0,23.892204301075267,10.975430107526883
2025-06-30 00:00:00+00:00,21.830271739130435,26.187874396135268,80.8634963768116,1.2022892512077294,29.67391304347826,41.44347826086957,100.0,4.0773913043478265,14.97391304347826,14.984057971014492,51.33043478260869,0.0,32.411743731308945,17.278212560386475
